customer_id,age,email,salary,country,phone,signup_date
C04081,23,user4081@example.com,98178,Canada,702 597 8657,2023-04-31
C03173,20,user3173@example.com,121828,Australia,967-171-5544,2023-13-01
C02094,77,user2094@example.com,177698,Canada,885-605-5129,2023-04-10
C01670,180,user1670@example.com,165899,Australia,982.251.7771,2023-07-17
C01753,28,user1753@example.com,65739,UK,600-413-1083,2023-08-05
C04785,34,user4785@example.com,67792,UK,(261) 206-1130,2023-12-10
C00350,31,user2654@example.com,85192,UK,,2023-10-17
C00427,50,user427@example.com,183484,UK,2578148768,2023-02-21
C01259,64,missingatsign.com,75541,Canada,706 230 5244,2023-04-09
C01074,40,user1074@example.com,199509,USA,877-407-9801,2023-02-18
C02907,25,user2907@example.com,126426,Australia,(707) 288-4555,2023-08-20
C03892,33,,44016,UK,266 240 6421,2023-12-04
,48,user4872@example.com,194244,UK,(202) 233-2385,2023-09-04
C00658,999,user658@example.com,114381,UK,441-108-2682,2023-12-30
C00394,55,user394@example.com,175342,UK,(826) 411-1471,2023-01-19
C03394,32,user3394@example.com,,USA,623 225 8884,2023-10-21
C00280,66,user280@example.com,189073,UK,2741009563,2023-01-01
C03719,27,user3719@example.com,181877,Australia,(867) 321-6070,2023-03-04
C04580,60,.user@domain.com,72719,Canada,190-402-3406,2023-01-24
,54,user1076@example.com,105403,Australia,489.574.6011,2023-06-27
C01136,28,user1136@example.com,109768,UK,748-468-1749,2023-09-31
C01589,52,user1589@example.com,179888,Canada,732-824-9907,2023-10-25
C00578,47,user578@example.com,56049,Canada,504.787.7076,2023-10-14
C02292,47,user2292@example.com,,Canada,613.787.1749,2023-02-04
C01053,0,missingatsign.com,,UK,=1-910-524-5726,2023-08-30
C01091,32,user1091@example.com,109818,Australia,9711293507,2023-05-07
C03412,62,user3412@example.com,156537,USA,,2023-12-06
C01428,68,user1428@example.com,95727,Australia,430-230-3979,2023-12-08
C01050,45,user1050@example.com,,USA,9357475916,2023-06-17
C04457,50,user4457@example.com,165864,Canada,=1-663-150-6797,2023-03-22
C02519,23,user@domain..com,115473,UK,129.581.1560,2023-02-09
C03163,47,user3163@example.com,143204,Mexico,=1-449-249-5173,2023-11-13
C00009,56,missingatsign.com,173217,Canada,755-306-5614,2023-06-08
C03858,52,user3858@example.com,171439,USA,3075769888,2023-02-20
C03516,47,,85501,Brazil,587-805-5539,2023-09-09
C04070,72,,186323,USA,=1-105-441-4259,2023-03-29
C00145,52,user145@example.com,49611,Canada,(488) 799-7390,2023-10-01
C01955,58,user1955@example.com,151585,UK,=1-745-661-7849,2023-01-18
C00562,60,user562@example.com,-20000,Canada,(982) 932-5361,2023-05-12
C03104,50,user3104@example.com,,USA,585 134 5569,2023-07-10
C03787,69,user3787@example.com,100601,USA,647 210 3322,2023-05-04
C04765,28,user4765@example.com,144897,Australia,(476) 458-2804,2023-05-21
C00152,75,user@@domain.com,158681,UK,376.373.2610,2023-08-10
C00423,25,missingatsign.com,,USA,390 567 6111,2023-07-03
C01019,45,user@.com,,Spain,344.304.2497,2023-01-03
C01060,37,user2707@example.com,38802,Australia,(937) 602-4085,not-a-date
C03376,24,user3376@example.com,63757,Canada,613-989-6016,2023-02-30
C01213,150,user1213@example.com,108768,Australia,(515) 932-1323,2023-01-25
C03045,50,user3045@example.com,87196,USA,(440) 467-8644,invalid-date
C00799,22,user799@example.com,193900,UK,=1-272-900-5016,2023-11-12
C03164,74,user3164@example.com,183956,UK,=1-173-358-3038,2023-10-21
C02715,45,,140195,Australia,741.536.7623,2023-06-29
C00415,50,user415@example.com,115076,USA,814.703.4033,2023-12-20
C02303,34,user2303@example.com,189629,UK,255 573 9175,2023-05-12
C04762,30,user4762@example.com,132802,UK,=1-812-489-4649,2023-06-31
C03592,29,user3998@example.com,111494,USA,217-720-2462,2023-02-01
C00625,39,user625@example.com,0,UK,579.547.2297,2023-08-06
C01616,66,user1616@example.com,170347,UK,380.593.4264,2023-10-03
C00765,30,user name@domain.com,131948,UK,338 504 6554,2023-10-25
C02681,52,user2681@example.com,132272,Germany,(967) 451-3998,2023-11-12
C04264,79,user4264@example.com,70736,Australia,586-462-1206,2023-08-16
C03533,0,,96917,China,2854663638,2023-04-29
C00812,62,user812@example.com,53408,Canada,9355465756,2023-01-15
C00101,-999,multiple@issues@invalid,-1,InvalidCountry,,invalid-date
C02824,50,user@,-10000,Australia,=1-733-519-3593,2023-07-24
C00654,53,user@,129575,Canada,270-256-8295,2023-03-11
C00860,62,user860@example.com,38328,Germany,162-134-7183,2023-01-10
C01613,70,user1613@example.com,32462,UK,(321) 987-6978,2023-05-21
C00764,72,user764@example.com,58927,USA,=1-780-738-7711,2023-02-13
C00334,20,user334@example.com,130755,USA,1172146239,2023-05-30
C01630,37,user1630@example.com,118209,UK,507.130.2878,2023-01-30
C04937,52,user4937@example.com,,UK,7547322886,2023-06-09
C04702,75,user4702@example.com,33285,USA,597-785-6165,2023-10-08
C00228,37,,154932,Australia,810 926 8798,2023-01-08
C01946,23,user1946@example.com,150544,Canada,(477) 145-5765,2023-07-18
C01352,20,user1352@example.com,87021,Mexico,(296) 528-5137,2023-08-14
C04343,65,user4343@example.com,,Canada,=1-174-472-1501,2023-04-26
C02697,31,,52504,Canada,=1-252-933-8292,2023-08-05
C00766,40,user766@example.com,0,Australia,=1-146-786-8259,2023-12-21
C01399,26,user1974@example.com,174282,USA,,2023-01-03
C04078,59,user4078@example.com,,USA,524 535 2641,2023-05-25
C04589,66,user4589@example.com,0,Canada,,2023-05-13
C04268,31,user4268@example.com,165958,USA,831.750.4184,2023-07-30
C03995,78,user3995@example.com,127352,USA,1651921884,2023-03-09
C03317,46,user3317@example.com,108840,USA,236-398-7009,2023-07-07
C03296,38,user3296@example.com,193499,Australia,610.841.7630,2023-10-04
C02764,79,user2764@example.com,0,USA,573.305.1924,2023-06-31
C03537,53,user3537@example.com,53956,Australia,2805418091,2023-05-30
C01232,54,user1232@example.com,-5000,UK,(137) 292-3321,2023-03-01
C03629,38,user@domain.,38720,Australia,=1-282-950-5512,2023-03-09
C03214,38,,163639,Australia,=1-643-929-4206,2023-09-07
C02623,53,user@domain..com,,USA,977 191 6468,2023-06-01
C04199,47,user4199@example.com,191409,India,3781500263,2023-12-16
C00374,76,user374@example.com,72998,UK,267.154.5467,2023-09-25
C03162,79,,119242,Germany,7735322123,2023-06-24
C04879,39,user4879@example.com,39491,Australia,=1-254-460-2696,2023-06-04
C04727,21,user4727@example.com,160503,Australia,=1-349-869-8045,2023-02-06
C02789,25,user2789@example.com,119813,Canada,5384891565,2023-01-01
C00034,39,user34@example.com,56917,Australia,(294) 448-8921,2023-10-28
,,user4097@example.com,162654,UK,(321) 596-5696,2023-07-29
C02313,76,user2313@example.com,135924,UK,883 123 5651,2023-08-25
C02408,44,,,Canada,619.594.9424,2023-07-13
C00927,31,@domain.com,64872,Canada,,2023-03-09
C02139,78,user2139@example.com,194439,Canada,179.153.3244,2023-11-30
C01774,41,user1774@example.com,116700,Canada,520 572 1453,2023-09-13
C02700,46,user2700@example.com,146944,Canada,457-799-3955,2023-09-02
C01552,26,user1552@example.com,100204,UK,933.472.1265,2023-01-29
C01306,23,user@domain..com,62954,UK,(504) 531-6426,2023-05-06
C02073,79,user2073@example.com,80733,Australia,8441627106,2023-06-07
C02727,73,invalid-email,136337,Australia,4647375561,2023-11-02
C02423,32,user2423@example.com,,Canada,(972) 261-3574,2023-09-12
,61,user3665@example.com,168439,Mexico,958.127.3282,2023-08-20
C02816,57,user2816@example.com,165639,Canada,108-982-1864,2023-06-31
C04689,60,.user@domain.com,133579,India,(829) 620-1276,2023-02-23
C00811,56,user811@example.com,191888,Canada,,2023-07-14
C01363,30,user1363@example.com,32985,Australia,721 378 4390,2023-02-23
C00231,28,user231@example.com,65063,USA,521 344 3859,2023-07-03
C03428,69,,121555,China,=1-717-713-2640,2023-05-26
C04213,0,,,UK,=1-129-684-8382,2023-08-06
C02471,34,user2471@example.com,115216,UK,(763) 689-6567,2023-08-13
C00247,71,,196132,USA,(119) 742-9457,2023-01-19
C03324,48,user name@domain.com,188901,Canada,=1-956-638-2174,2023-08-21
C00997,35,user997@example.com,75913,Canada,=1-884-898-6341,2023-02-26
C00777,300,,43652,Australia,448-547-3957,2023-01-13
C04248,68,user4248@example.com,111171,UK,230.226.4810,2023-11-17
C04167,,user4167@example.com,123144,Australia,(468) 385-5949,2023-09-14
C02092,54,@domain.com,157251,Australia,(512) 731-8758,2023-05-24
C01294,-10,user1294@example.com,95982,China,458-839-4050,2023-03-31
C03047,67,missingatsign.com,130625,USA,451-618-3376,2023-12-07
C04920,77,user4920@example.com,57197,UK,779.365.9427,2023-01-15
C04958,77,user4958@example.com,159263,Canada,519 121 3754,2023-07-30
C03708,-100,user3708@example.com,95185,Australia,,2023-11-18
C00712,19,user712@example.com,116346,UK,529.511.5986,2023-01-16
C00498,67,,30174,USA,520 426 2055,2023-05-28
C01832,57,user1832@example.com,134428,Canada,881 483 1482,2023-12-15
C04714,26,user4714@example.com,182297,USA,3833339397,2023-01-01
C02221,36,user2221@example.com,38947,USA,691.510.1467,2023-04-29
C03397,40,user3397@example.com,161949,Canada,280.497.4101,2023-09-26
C00590,36,user590@example.com,52931,USA,293-252-1894,2023-09-27
,43,user1527@example.com,184648,Canada,927-470-8046,2023-12-27
C04166,41,user4166@example.com,132511,UK,510-440-1359,2023-07-14
C02111,46,user2111@example.com,174403,USA,=1-430-729-7088,2023-11-31
C04334,63,,106407,Germany,=1-115-476-4189,2023-05-19
C04630,77,no-dot@com,109553,UK,847.662.8317,2023-12-02
C04613,300,user4613@example.com,130814,Canada,905.480.7247,2023-08-01
C02652,0,user2652@example.com,101894,Spain,,2023-01-01
C01109,21,user1109@example.com,157314,UK,(598) 286-9234,2023-02-08
C00150,59,user150@example.com,-10000,Canada,644-752-6797,2023-02-30
C04567,19,user4567@example.com,131164,UK,670 477 7843,2023-08-31
C04874,33,user4874@example.com,117236,UK,625 142 4861,2023-04-27
C00695,77,,38446,UK,836 705 9964,2023-12-23
C00013,28,user13@example.com,137507,USA,505.841.1477,2023-01-25
C03572,26,user3572@example.com,63461,Australia,2595749987,2023-04-11
C03270,27,user3270@example.com,,Australia,559-513-6472,2023-02-09
C01515,79,user@@domain.com,0,Canada,(497) 995-8573,2023-01-01
C01785,68,user@domain.,133754,Canada,=1-593-807-6428,2023-04-01
C03711,36,no-dot@com,82709,Australia,683.733.4185,2023-04-25
C00732,70,user732@example.com,112409,UK,=1-339-458-5902,2023-03-04
C00752,150,user752@example.com,199578,Australia,412.483.5968,2023-05-24
C04941,77,user4941@example.com,115914,UK,866 418 2945,2023-07-12
C01322,19,user1322@example.com,118059,Australia,817.353.8031,2023-07-31
C03993,65,user3993@example.com,181341,Canada,723-217-3378,2023-05-19
C01860,28,user1860@example.com,94140,Australia,(442) 883-1973,2023-07-19
,300,user3560@example.com,85390,Australia,(243) 922-4612,2023-11-16
C02888,66,user2888@example.com,151684,UK,452 850 1989,2023-11-29
C01127,65,user1127@example.com,146026,Australia,7006388717,2023-04-23
C04448,55,user4448@example.com,111932,USA,261-980-7843,2023-06-21
C02128,22,no-dot@com,60771,Mexico,=1-885-512-5173,2023-09-05
C04930,63,user4930@example.com,111187,USA,7019239448,2023-01-17
C01211,31,user1211@example.com,,USA,685.228.2629,2023-06-10
C02226,76,user2226@example.com,41618,USA,416-911-3317,2023-01-25
C01416,34,user1887@example.com,105910,Australia,656.310.9108,2023-09-24
C02043,46,user2043@example.com,99590,USA,,2023-10-05
C00587,-50,user587@example.com,105277,Canada,=1-420-546-3703,2023-11-07
C04644,64,user4644@example.com,108218,Australia,(299) 579-1055,2023-03-28
C02826,36,user2826@example.com,106981,USA,9518221601,2023-11-17
C04184,-5,,0,China,=1-924-354-7485,2023-11-18
C02340,63,user2340@example.com,181542,,311-691-8555,2023-07-02
C00133,-25,user133@example.com,169088,Australia,978.363.1232,2023-05-31
C01182,39,user1182@example.com,148570,Australia,661-501-6528,2023-05-05
C01741,65,user1741@example.com,142752,USA,795.457.6426,2023-09-30
C00978,23,user978@example.com,193244,Australia,(417) 542-8778,2023-04-11
C00283,33,user678@example.com,180946,Australia,340.314.1770,2023-11-05
C04379,63,user@domain..com,110664,Germany,(615) 266-6375,2023-04-11
C04708,52,user4708@example.com,51323,UK,,2023-11-08
C01118,22,user1118@example.com,69850,Australia,4266466941,2023-03-13
C00288,71,user288@example.com,179865,USA,492-474-8624,2023-09-31
C01414,43,user@@domain.com,119037,UK,388-465-2249,2023-01-19
C03136,23,,162371,Australia,891 176 8090,2023-04-29
C03686,30,user3686@example.com,35470,Canada,685 211 8952,2023-04-01
C04193,65,user4193@example.com,129864,Mexico,5486043678,2023-10-25
C01324,28,user1324@example.com,139388,Canada,3624656441,2023-09-01
C04731,66,user4731@example.com,194832,USA,(175) 268-7985,2023-09-26
C03866,63,user3866@example.com,62991,USA,724-428-8991,2023-03-27
C01944,71,user1944@example.com,169707,Australia,517.767.7139,2023-11-09
C04294,26,,175457,Australia,,2023-04-23
C04215,23,user4215@example.com,175693,UK,(900) 618-1473,2023-07-14
C00843,44,user843@example.com,192026,UK,542.964.7666,2023-06-21
C03497,37,user@domain.,151648,Australia,=1-304-743-7585,2023-02-25
C01293,48,user1293@example.com,44031,Australia,405.462.2755,2023-12-06
C02693,28,user2693@example.com,100474,UK,(648) 323-6656,2023-07-07
C04544,56,user4544@example.com,42879,Canada,(972) 234-3139,2023-11-31
C01766,51,user1766@example.com,187005,UK,=1-242-799-4268,2023-08-16
C04894,47,user4894@example.com,40292,Canada,412-614-9496,2023-11-13
C00959,45,user4651@example.com,41434,USA,1549857034,2023-01-03
C01349,53,user1349@example.com,,France,659-733-6618,2023-02-28
C02582,49,user2582@example.com,42940,Australia,111.752.2921,2023-01-22
C00682,19,user682@example.com,163498,USA,540.216.4714,2023-10-18
C03974,66,user3974@example.com,173518,Australia,=1-930-802-8628,2023-07-26
,62,user1418@example.com,82265,USA,=1-285-795-7967,2023-04-06
C02122,,user2122@example.com,114577,UK,438 196 2001,2023-10-13
C04602,,user4602@example.com,141850,USA,8025397565,2023-09-14
C02630,-1,user2630@example.com,86240,USA,445.925.8172,2023-04-05
C02025,19,user2025@example.com,191077,Australia,7428390960,2023-01-13
C03283,71,user3283@example.com,,Canada,660 681 5180,2023-10-05
C02224,45,user2224@example.com,30507,Canada,=1-869-242-3128,2023-05-04
C00970,30,user970@example.com,178961,Australia,291-303-2138,2023-10-16
C01240,43,user1240@example.com,46351,Canada,1875155003,2023-12-18
,62,user4517@example.com,165772,UK,5700684242,2023-02-27
C04886,38,user@domain.,152761,Australia,(267) 121-6909,2023-04-18
C04679,41,user4679@example.com,73074,Australia,227 259 7495,2023-10-01
C04084,24,user4084@example.com,74565,UK,=1-341-656-2113,2023-01-31
C02687,-25,user2687@example.com,30463,Australia,=1-363-120-1997,2023-01-25
C02446,30,user2446@example.com,134975,Australia,650.478.8178,2023-12-12
C00556,66,user556@example.com,0,UK,510-732-8027,2023-12-23
C02058,42,user2058@example.com,55216,UK,885.884.2039,2023-09-24
C00430,76,user430@example.com,87649,Brazil,246-504-7563,2023-07-08
C04604,72,user4604@example.com,46138,UK,677.583.5437,2023-07-27
C03566,-1,user3566@example.com,148910,Australia,130.133.1188,2023-11-05
C04273,57,user4273@example.com,142260,UK,136-978-2701,2023-06-23
C03019,27,user3019@example.com,-1000,Canada,278 114 2844,2023-11-09
C03541,58,user3541@example.com,185732,Australia,830.632.9697,2023-01-06
C04146,52,user4146@example.com,78270,UK,255.166.8273,2023-02-13
C03114,21,user3114@example.com,83785,Canada,=1-140-337-4316,2023-03-04
C04376,29,user4376@example.com,187212,Australia,381 154 8526,2023-12-02
C00291,49,user291@example.com,66191,USA,=1-826-892-4354,2023-02-18
C03804,64,user3804@example.com,,UK,816 162 7597,2023-04-08
C02147,41,user2147@example.com,39290,UK,(748) 953-5550,2023-06-08
C00253,79,,185344,USA,699 596 1890,2023-07-11
C04351,38,user4351@example.com,86017,USA,,2023-09-05
C00351,67,user351@example.com,45417,Australia,9145099778,2023-04-20
C04807,37,user4807@example.com,87089,Australia,6700521446,2023-06-26
C02528,29,user2528@example.com,151897,USA,(430) 772-9847,2023-11-03
C03487,75,missingatsign.com,,Canada,,2023-05-14
C00472,41,user472@example.com,152049,UK,773 984 7921,2023-08-14
C00091,23,user91@example.com,68342,USA,683.913.5989,2023-01-02
C01739,38,user name@domain.com,,USA,998.741.9927,2023-02-10
C01437,50,user1437@example.com,53666,Canada,=1-691-895-4593,2023-12-26
C00692,77,user692@example.com,123863,Canada,,2023-07-25
C04887,150,user4887@example.com,186568,Canada,253.247.2851,2023-11-18
C00027,0,user27@example.com,119678,USA,5430809445,2023-09-01
C02293,54,user2293@example.com,57843,UK,=1-508-285-5668,2023-10-21
C03642,60,user3642@example.com,66160,Australia,(707) 193-4243,2023-03-01
C03709,23,user3709@example.com,63477,UK,(438) 678-2686,2023-10-08
C00502,40,user502@example.com,135410,USA,,2023-06-18
C04592,40,user4592@example.com,56393,Canada,644.341.4684,2023-11-27
C01607,71,user1607@example.com,72222,UK,(405) 110-3927,2023-06-27
C02099,41,user2099@example.com,87514,Canada,420 767 4862,2023-11-27
C04607,55,user4607@example.com,122259,UK,(387) 229-2295,2023-05-17
C02978,42,user2978@example.com,33174,Australia,,2023-04-04
C04033,43,user4033@example.com,64831,USA,333 233 3072,2023-12-22
C01420,42,user1420@example.com,189882,USA,=1-937-393-6707,2023-03-08
C00255,50,,138042,Australia,(496) 482-3234,2023-06-24
C01898,150,user1898@example.com,181738,UK,8577146879,2023-01-13
C03404,38,user3404@example.com,129508,USA,206 926 9395,2023-09-21
C01979,76,user1979@example.com,44859,USA,813 670 4955,2023-11-05
,58,user4325@example.com,,USA,805-147-8141,2023-08-28
C02527,-100,user2527@example.com,57464,Canada,587.580.5208,2023-05-16
C01273,73,user1273@example.com,151015,USA,1402153307,2023-11-24
C01452,300,user1452@example.com,151008,USA,=1-951-933-7823,2023-05-25
C01262,66,user1262@example.com,,USA,681 853 5380,2023-09-27
C04899,36,user4899@example.com,52912,Brazil,2500493518,2023-01-08
C04663,25,user4663@example.com,137779,UK,(452) 230-7119,2023-05-07
C00316,39,@domain.com,35722,Australia,=1-235-908-6021,2023-02-15
C02158,21,user2158@example.com,112666,Australia,,2023-06-02
C01095,69,user@.com,0,USA,219-889-2512,2023-02-13
C04911,42,missingatsign.com,137338,Canada,=1-842-261-3472,2023-07-16
C01116,37,user1116@example.com,197361,Australia,165.450.1486,2023-07-29
C03611,57,,170021,UK,404 262 1339,2023-03-15
C03138,40,user3138@example.com,166066,USA,=1-186-821-3384,2023-06-20
C00070,,user name@domain.com,84040,Canada,886.456.3087,2023-05-12
C03264,19,user3264@example.com,-10000,Australia,,2023-02-04
